,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean,perm_high_glob2,perm_medium_glob2,perm_low_glob2,perm_high_cont2,perm_medium_cont2,perm_low_cont2,basin_id,group
6,L210301001,L2103020,FR,FR_EAUFRANCE,La Dive [du Sud] à Voulon [Neuil],0.232871,46.356073,0.232871,46.356073,100,377.21,407.442,0,-8.014633758383932,1996-04-08,2023-09-30,26,291,8812,6117,1225.0,7652.0,107.0,1053.0,D,,732,2,"['FR001206', 'FR001207']",0.508,0.23,2.473,3.58,0.628,137.1,21.937,0.043,2.106,18.011,6.825,105.344,30.301,0.0,2.289,2.516,1.099,-0.241,0.008,18.94,1.244,2.0,238.37,4.717,4.0,191.347,139.509,95.627,1.026,96.618,0.011,0.588,0.202,8,1.514,0.0,0.0,99.295,0.705,0.094,0.611,0.0,99.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.376,130.0,50.0,48.999,45.916,31.374,22.71,11.666,1.401,1.169,0.118,0.572,0.03,0.707,0.175,0.08,0.004,0.8819999999999999,0.0,0.0,1.0,0.17,0.21,0.807,36.606,51.21,4.0,1.0,99.0,0.0,0.0,100.0,0.0,FR001207,Group_2
7,L510181001,L5101810,FR,FR_EAUFRANCE,La Gartempe à Folles [Pont Gibus],1.43317,46.113755,1.43317,46.113755,298,567.44,568.666,0,-0.2160580854363455,1960-01-01,2023-09-30,64,765,23284,23284,0.0,22474.0,0.0,810.0,A,,732,5,"['FR003965', 'FR001239', 'FR001240', 'FR001241', 'FR001242']",1.195,0.444,1.606,2.467,0.67,151.274,21.087,0.193,3.419,1.323,1.826,30.348,9.09,0.0,2.673,2.336,0.874,-0.109,0.019,17.144,1.198,1.0,222.492,4.152,4.0,690.289,444.932,284.117,4.87,32.862,1.201,0.622,0.181,4,1.074,81.969,18.031,0.0,0.0,0.0,0.0,0.0,0.0,18.031,0.0,0.0,0.0,0.0,0.0,79.771,2.198,0.0,0.0,0.0,0.0,12.554,87.446,0.0,0.0,0.0,0.0,0.0,0.0,82.937,130.0,30.0,51.524,46.46,33.995,19.545,8.586,1.406,1.961,0.194,0.705,0.016,0.014,0.636,0.325,0.007,0.65,1.0,1.0,4.0,0.61,2.13,1.332,0.0,0.086,6.0,0.0,18.0,82.0,0.0,12.554,87.446,FR001242,Group_2
8,L620201002,L6202030,FR,FR_EAUFRANCE,La Claise au Grand-Pressigny [Étableau 1],0.812084,46.908282,0.812084,46.908282,58,900.0,862.437,0,4.173666666666665,1977-01-01,2017-12-31,41,492,14916,13351,59.0,14451.0,0.0,465.0,A,['FR001252'],732,4,"['FR003979', 'FR001252', 'FR001253']",0.437,0.222,2.889,2.886,0.583,137.051,27.179,0.036,1.553,11.166,3.562,68.784,13.837,0.0,1.921,2.423,1.262,-0.065,0.01,18.069,1.17,1.0,239.404,4.523,4.0,187.306,117.497,55.859,1.29,93.168,0.003,0.464,0.19,8,2.029,0.0,0.0,93.46,6.541,0.0,6.541,1.717,91.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.187,53.367,0.78,0.666,0.0,0.0,0.16,42.932,0.0,2.095,120.725,130.0,30.0,50.554,57.636,24.876,17.488,5.031,1.491,1.346,0.15,0.633,0.009,0.242,0.383,0.268,0.022,0.625,0.0,0.0,86.0,23.82,45.55,0.681,13.677,24.017,4.0,7.000000000000001,93.0,0.0,45.187,54.147,0.666,FR001253,Group_2
9,L014061001,L0140610,FR,FR_EAUFRANCE,La Vienne à Saint-Priest-Taurion,1.404587,45.885144,1.404587,45.885144,238,1154.66,1156.314,0,-0.1432456307484451,1943-01-01,2023-09-30,76,909,27664,24014,1829.0,26102.0,0.0,1562.0,C,,732,9,"['FR003936', 'FR003937', 'FR001178', 'FR001179', 'FR001180', 'FR001181', 'FR001182', 'FR001184', 'FR001183']",1.821,0.59,1.401,2.123,0.702,149.924,23.963,0.38,4.67,0.263,1.385,16.776,6.313,0.0,3.045,2.301,0.756,-0.135,0.025,16.028,1.196,2.0,216.355,4.106,4.0,957.363,555.707,234.136,6.702,17.946,4.184,0.7,0.181,4,1.04,62.768,36.334,0.0,0.898,0.898,0.0,0.0,0.0,36.334,0.0,0.0,0.0,0.0,0.0,62.429,0.339,0.0,0.0,0.0,0.0,12.267,87.73299999999999,0.0,0.0,0.0,0.0,0.0,0.0,74.151,130.0,0.0,60.271,47.963,33.711,17.373,9.704,1.291,3.308,0.221,0.708,0.011,0.01,0.428,0.472,0.067,0.438,10.0,6.0,7.0,10.16,118.05,1.719,0.689,0.377,4.0,1.0,36.0,63.0,0.0,12.267,87.73299999999999,FR001183,Group_2
10,L540181001,L5401810,FR,FR_EAUFRANCE,La Gartempe à Lathus-Saint-Rémy [Pont de Massugeon],0.933009,46.283917,0.933009,46.283917,121,1722.57,1725.622,0,-0.1771771248773712,1999-02-03,2023-09-30,25,296,9006,9006,0.0,8809.0,1.0,196.0,A,,732,13,"['FR003965', 'FR003966', 'FR003967', 'FR003968', 'FR003969', 'FR001239', 'FR001240', 'FR001241', 'FR001242', 'FR001243', 'FR001244', 'FR001245', 'FR001246']",0.844,0.331,1.941,2.633,0.659,145.739,18.55,0.111,2.525,2.581,1.909,45.318,14.553,0.0,2.517,2.358,0.937,-0.118,0.015,16.695,1.175,1.0,224.152,4.251,4.0,704.873,352.045,120.9,4.106,44.848,0.733,0.525,0.203,4,1.078,72.484,27.451,0.0,0.065,0.0,0.065,0.0,0.0,27.451,0.0,0.0,0.0,0.0,0.0,68.745,0.814,0.472,2.453,0.122,0.0,14.271,85.607,0.0,0.0,0.0,0.122,0.0,0.0,78.409,130.0,30.0,51.236,46.547,33.995,19.459,9.305,1.415,1.633,0.19,0.701,0.016,0.027,0.6880000000000001,0.257,0.008,0.7150000000000001,3.0,3.0,12.0,4.92,32.09,1.072,2.274,3.454,7.0,0.0,27.0,73.0,0.122,14.271,85.607,FR001246,Group_2
11,L040061001,L0400610,FR,FR_EAUFRANCE,La Vienne à Limoges et au Palais-sur-Vienne,1.326285,45.860225,1.326285,45.860225,226,2317.06,2297.416,0,0.8477985032756933,1923-01-01,2023-09-30,90,1069,32512,21550,4286.0,31028.0,1.0,1483.0,D,,732,16,"['FR003936', 'FR003937', 'FR003938', 'FR001178', 'FR001179', 'FR001180', 'FR001181', 'FR001182', 'FR001183', 'FR001184', 'FR001185', 'FR001186', 'FR001187', 'FR001188', 'FR001189', 'FR001190']",1.656,0.559,1.387,2.495,0.684,150.2,22.506,0.344,4.331,0.405,1.923,16.418,5.07,0.0,2.945,2.312,0.785,-0.128,0.023,16.192,1.198,1.0,217.172,4.104,4.0,957.363,528.239,224.617,6.185,21.393,3.246,0.781,0.171,4,1.053,62.641000000000005,36.487,0.0,0.871,0.452,0.419,0.0,0.0,36.487,0.0,0.0,0.0,0.0,0.0,62.38,0.261,0.0,0.0,0.0,0.0,11.494,88.50599999999999,0.0,0.0,0.0,0.0,0.0,0.0,74.559,130.0,0.0,55.849,46.644,34.155,18.328,9.675,1.339,2.554,0.217,0.71,0.015,0.011,0.4309999999999999,0.481,0.051,0.4419999999999999,15.0,11.0,13.0,14.2,168.35,1.594,0.949,0.82,11.0,1.0,36.0,63.0,0.0,11.494,88.50599999999999,FR001190,Group_2
12,L070061001,L0700610,FR,FR_EAUFRANCE,La Vienne à Verneuil-sur-Vienne [Pont de La Gabie],1.098527,45.841561,1.098527,45.841561,187,3392.91,3397.094,0,-0.1233159736037854,1973-01-01,2021-08-30,37,388,11651,10139,6123.0,11020.0,0.0,631.0,E,,732,25,"['FR003936', 'FR003937', 'FR003938', 'FR003939', 'FR003940', 'FR003941', 'FR001178', 'FR001179', 'FR001180', 'FR001181', 'FR001182', 'FR001183', 'FR001184', 'FR001185', 'FR001186', 'FR001187', 'FR001188', 'FR001189', 'FR001190', 'FR001191', 'FR001192', 'FR001193', 'FR001194', 'FR001195', 'FR001196']",1.453,0.494,1.384,2.592,0.68,149.741,17.026,0.336,3.942,0.878,1.75,8.214,4.094,0.0,2.881,2.328,0.808,-0.132,0.02,16.219,1.199,2.0,217.743,4.143,4.0,957.363,473.541,182.281,5.592,25.419,2.338,0.692,0.173,2,1.085,50.075,49.336,0.0,0.59,0.306,0.284,0.0,0.0,49.336,0.0,0.0,0.0,0.0,0.0,46.827,3.248,0.0,0.0,0.0,0.0,25.872,74.128,0.0,0.0,0.0,0.0,0.0,0.0,75.55,130.0,0.0,54.368,45.652,34.635,19.124,9.844,1.362,2.144,0.206,0.703,0.037,0.013,0.52,0.382,0.037,0.533,15.0,11.0,14.0,14.31,168.66,1.348,2.844,3.908,15.0,1.0,49.0,50.0,0.0,25.872,74.128,FR001196,Group_2
13,L320062001,La Vienne Ã  Ingrandes,FR,FR_EAUFRANCE,La Vienne à Ingrandes,0.563578,46.877071,0.563578,46.877071,44,10050.61,10068.966,0,-0.1826356808193708,1918-01-01,2023-09-30,88,1042,31499,13734,7125.0,26633.0,0.0,4866.0,D,,732,67,"['FR003936', 'FR003937', 'FR003938', 'FR003939', 'FR003940', 'FR003941', 'FR003942', 'FR003943', 'FR003944', 'FR003945', 'FR003946', 'FR003947', 'FR003948', 'FR003949', 'FR003950', 'FR003951', 'FR003952', 'FR003953', 'FR003954', 'FR001178', 'FR001179', 'FR001180', 'FR001181', 'FR001182', 'FR001183', 'FR001184', 'FR001185', 'FR001186', 'FR001187', 'FR001188', 'FR001189', 'FR001190', 'FR001191', 'FR001192', 'FR001193', 'FR001194', 'FR001195', 'FR001196', 'FR001197', 'FR001198', 'FR001199', 'FR001200', 'FR001201', 'FR001202', 'FR001203', 'FR001204', 'FR001205', 'FR001206', 'FR001207', 'FR001208', 'FR001209', 'FR001210', 'FR001211', 'FR001212', 'FR001213', 'FR001214', 'FR001215', 'FR001216', 'FR001217', 'FR001218', 'FR001219', 'FR001220', 'FR001221', 'FR001222', 'FR001223', 'FR001224', 'FR001225', 'FR001226']",1.043,0.431,1.853,2.536,0.659,145.29,21.202,0.186,3.147,2.382,2.067,29.245,5.564,0.0,2.392,2.414,1.009,-0.149,0.011,15.457,1.193,2.0,220.995,4.307,4.0,957.363,268.233,39.98,3.239,61.126,0.833,0.533,0.185,8,3.472,26.995,25.522,31.744,15.739,3.786,11.953,0.581,31.163,25.522,0.0,0.0,0.0,0.0,0.0,23.148,3.847,0.0,0.0,12.547999999999998,32.389,18.505000000000003,36.559,0.0,0.0,3.23,6.22,0.0,3.098,90.485,130.0,0.0,53.207,45.374,33.675,20.752,8.981,1.398,1.445,0.162,0.648,0.037,0.267,0.438,0.2319999999999999,0.017,0.7050000000000001,16.0,11.0,35.0,19.39,187.42,0.946,286.916,433.841,33.0,16.0,56.99999999999999,27.0,12.547999999999998,50.894000000000005,36.559,FR003954,Group_2
0,L020151001,L0201510,FR,FR_EAUFRANCE,Le Taurion au Monteil-au-Vicomte [Pont-de-Chatain],1.950792,45.88811,1.950792,45.88811,561,79.0,79.473,0,-0.5987341772151886,1968-01-01,2011-08-03,44,512,15512,12400,409.0,13789.0,0.0,1723.0,C,,732,1,['FR001185'],1.471,0.473,0.213,2.502,0.637,146.436,26.264,0.239,4.61,2.308,3.379,31.058,9.16,0.0,3.023,2.283,0.755,-0.122,0.033,16.178,1.195,2.0,216.437,4.054,4.0,902.761,722.574,562.137,5.39,27.85,1.307,0.516,0.145,4,1.015,99.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,130.0,0.0,51.045,47.125,30.812,17.062,8.262,1.355,1.779,0.23,0.694,0.0,0.0,0.238,0.551,0.178,0.238,1.0,1.0,1.0,1.92,21.4,2.786,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,100.0,FR001185,Group_3
1,L031401001,L0314010,FR,FR_EAUFRANCE,La Vige à Saint-Martin-Sainte-Catherine,1.578381,45.956173,1.578381,45.956173,302,131.2,131.777,0,-0.4397865853658523,1958-01-01,2023-09-30,66,789,24013,13888,1.0,23272.0,0.0,741.0,A,,732,1,['FR001188'],1.668,0.57,1.452,2.373,0.666,149.188,22.154,0.279,4.753,0.84,1.41,28.11,9.298,0.0,2.898,2.337,0.807,-0.127,0.019,16.926,1.195,1.0,220.437,4.176,4.0,699.493,479.798,303.107,5.91,20.284,1.659,0.615,0.175,2,1.014,37.11,61.347,0.0,1.544,0.0,1.544,0.0,0.0,61.347,0.0,0.0,0.0,0.0,0.0,37.11,0.0,0.0,0.0,0.0,0.0,24.485,75.515,0.0,0.0,0.0,0.0,0.0,0.0,70.0,130.0,30.0,50.14,47.565,33.55,18.885,10.58,1.428,1.547,0.22,0.721,0.009,0.019,0.485,0.4539999999999999,0.033,0.504,0.0,0.0,0.0,0.0,0.0,1.364,0.0,0.0,1.0,2.0,61.0,37.0,0.0,24.485,75.515,FR001188,Group_3
2,L091402001,L0914020,FR,FR_EAUFRANCE,La Gorre à Chaillac-sur-Vienne et à Rochechouart,0.887837,45.843123,0.887837,45.843123,190,179.64,179.493,0,0.0818303273213044,1990-01-01,2023-09-30,34,405,12326,12326,0.0,10008.0,35.0,2283.0,C,,732,1,['FR001198'],0.904,0.335,2.834,3.787,0.548,135.938,21.054,0.06,3.334,14.122,2.782,102.075,14.865,0.0,2.558,2.396,0.936,-0.163,0.011,16.777,1.205,2.0,226.492,4.383,4.0,509.368,315.088,192.183,3.434,47.056,0.028,0.645,0.134,2,1.027,10.43,89.57,0.0,0.0,0.0,0.0,0.0,0.0,89.57,0.0,0.0,0.0,0.0,0.0,10.43,0.0,0.0,0.0,0.0,0.0,56.914,43.086,0.0,0.0,0.0,0.0,0.0,0.0,67.582,130.0,30.0,51.811,43.538,35.341,21.121,12.137,1.407,1.439,0.184,0.709,0.009,0.015,0.71,0.248,0.018,0.725,0.0,0.0,1.0,0.28,0.97,0.744,0.079,0.149,3.0,0.0,90.0,10.0,0.0,56.914,43.086,FR001198,Group_3
3,L401071001,La Creuse Ã  Felletin,FR,FR_EAUFRANCE,La Creuse à Felletin,2.167218,45.888371,2.167218,45.888371,510,194.08,194.252,0,-0.0886232481450932,1958-01-01,2023-09-30,66,789,23981,14826,33.0,23094.0,16.0,871.0,A,,732,1,['FR003955'],1.638,0.562,1.698,2.765,0.653,147.968,25.431,0.199,4.759,1.422,2.447,49.507,9.524,0.0,2.887,2.289,0.793,-0.093,0.04,16.205,1.172,2.0,217.131,4.027,4.0,951.698,739.411,499.13,7.322,13.331,5.045,0.67,0.16,4,1.003,65.604,34.396,0.0,0.0,0.0,0.0,0.0,0.0,34.396,0.0,0.0,0.0,0.0,0.0,65.604,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,70.0,60.727,51.796,32.654,15.55,9.482,1.384,1.978,0.214,0.689,0.003,0.011,0.428,0.4519999999999999,0.101,0.439,0.0,0.0,0.0,0.0,0.0,2.943,0.0,0.0,4.0,0.0,34.0,66.0,0.0,0.0,100.0,FR003955,Group_3
4,L244301001,L2443010,FR,FR_EAUFRANCE,L'Auxance à Quinçay [Rochecourbe],0.256898,46.623537,0.256898,46.623537,83,277.01,278.37,0,-0.4909570051622734,1968-01-01,2023-09-30,55,646,19610,13616,752.0,17353.0,0.0,2257.0,C,,732,3,"['FR001220', 'FR001221', 'FR001222', 'FR001223']",0.473,0.226,1.829,2.214,0.689,146.039,20.685,0.059,1.583,5.708,3.547,39.673,17.667,0.0,2.147,2.49,1.16,-0.219,0.009,19.838,1.24,2.0,241.309,4.773,4.0,271.697,150.144,81.004,1.513,88.811,0.02,0.574,0.214,8,7.295,1.64,2.597,53.785,41.978,2.989,38.989,0.0,53.785,2.597,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,47.16,52.74700000000001,0.0,0.093,0.0,0.0,0.0,47.16,0.0,0.0,104.432,130.0,50.0,50.33,43.44,34.828,21.733,9.619,1.402,1.244,0.141,0.596,0.033,0.65,0.1619999999999999,0.142,0.013,0.812,0.0,0.0,1.0,0.1,0.3,0.819,18.295,26.01,5.0,42.0,56.00000000000001,2.0,47.16,52.74700000000001,0.093,FR001223,Group_3
5,L005063001,La Vienne Ã  Eymoutiers,FR,FR_EAUFRANCE,La Vienne à Eymoutiers,1.743025,45.740291,1.743025,45.740291,400,369.78,358.949,0,2.929038887987441,1994-06-22,2023-09-30,30,349,10556,5433,137.0,9844.0,20.0,692.0,C,,732,3,"['FR003936', 'FR001178', 'FR001179']",1.536,0.459,1.659,2.301,0.671,149.407,19.792,0.282,4.092,1.012,2.636,24.992,7.458,0.0,3.25,2.246,0.691,-0.143,0.04,15.947,1.221,2.0,214.586,4.082,4.0,957.363,694.85,403.756,7.256,14.919,5.214,0.678,0.156,4,1.049,87.655,12.345,0.0,0.0,0.0,0.0,0.0,0.0,12.345,0.0,0.0,0.0,0.0,0.0,87.655,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,73.639,130.0,0.0,72.289,52.228,33.383,14.111,10.536,1.165,4.494,0.236,0.698,0.006,0.021,0.34,0.5079999999999999,0.12,0.361,0.0,0.0,1.0,0.78,3.86,2.448,0.628,0.088,2.0,0.0,12.0,88.0,0.0,0.0,100.0,FR003936,Group_3
6,L712301001,L7123001,FR,FR_EAUFRANCE,La Veude à Lémeré [Moulin de Coutureau],0.305992,47.100962,0.305992,47.100962,37,406.79,407.737,0,-0.2327982497111538,1997-10-10,2023-09-30,27,312,9482,9283,5.0,7844.0,0.0,1638.0,C,,732,1,['FR001257'],0.245,0.138,2.654,2.73,0.708,153.0,23.044,0.023,0.818,4.084,2.763,61.225,18.302,0.0,1.816,2.436,1.341,-0.125,0.009,18.804,1.178,1.0,243.133,4.695,4.0,175.462,89.649,36.135,1.686,85.799,0.0,0.63,0.143,8,5.779,0.0,0.0,99.144,0.856,0.0,0.856,0.0,99.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.109,49.908,12.983,0.0,0.0,0.0,7.802,0.0,0.0,29.307,109.901,130.0,30.0,53.136,35.002,34.218,30.779,8.658,1.364,1.102,0.118,0.558,0.016,0.572,0.2299999999999999,0.178,0.001,0.8019999999999999,0.0,0.0,1.0,0.27,0.5,0.845,4.225,10.555,3.0,1.0,99.0,0.0,37.109,62.891000000000005,0.0,FR001257,Group_3
7,L056301001,L0563010,FR,FR_EAUFRANCE,La Briance à Condat-sur-Vienne [Chambon Veyrinas],1.24012,45.756765,1.24012,45.756765,214,603.09,604.311,0,-0.2024573446749247,1966-01-01,2023-09-30,58,693,21092,21092,0.0,20146.0,0.0,946.0,A,,732,2,"['FR001192', 'FR001193']",1.103,0.388,1.669,2.749,0.616,147.0,20.037,0.16,3.431,4.453,1.62,41.03,9.87,0.0,2.826,2.367,0.838,-0.138,0.015,16.831,1.194,2.0,221.839,4.244,4.0,725.773,386.091,213.889,4.679,28.667,0.51,0.757,0.168,2,1.025,22.585,77.415,0.0,0.0,0.0,0.0,0.0,0.0,77.415,0.0,0.0,0.0,0.0,0.0,9.921,12.664,0.0,0.0,0.0,0.0,70.886,29.114,0.0,0.0,0.0,0.0,0.0,0.0,81.782,130.0,30.0,51.625,42.13,36.916,20.954,9.35,1.405,1.254,0.194,0.709,0.017,0.014,0.77,0.1909999999999999,0.006,0.784,0.0,0.0,1.0,0.11,0.31,0.913,0.43,0.875,5.0,0.0,77.0,23.0,0.0,70.886,29.114,FR001193,Group_3
8,L220161001,L2201610,FR,FR_EAUFRANCE,Le Clain à Vivonne et à Voulon [Petit Allier],0.256286,46.377254,0.256286,46.377254,88,949.48,952.624,0,-0.3311286177697271,1990-05-24,2013-12-31,24,282,8505,4748,118.0,7517.0,0.0,988.0,C,,732,5,"['FR001206', 'FR001207', 'FR001208', 'FR001209', 'FR001210']",0.576,0.255,3.047,3.107,0.636,142.762,21.331,0.069,2.186,12.497,5.706,72.792,40.357,0.0,2.233,2.509,1.124,-0.211,0.008,18.477,1.233,2.0,236.874,4.681,4.0,232.776,144.907,90.41,1.244,94.115,0.009,0.498,0.221,8,1.531,2.019,0.0,81.489,16.494,15.213,1.281,1.967,79.522,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.619,0.0,0.0,7.533,88.71000000000001,0.0,3.757,0.0,0.0,0.0,7.533,0.0,0.0,94.578,130.0,50.0,52.099,44.747,32.608,22.646,9.28,1.402,1.085,0.124,0.59,0.021,0.65,0.219,0.106,0.002,0.869,0.0,0.0,2.0,0.3,0.5,0.752,77.749,108.776,6.0,16.0,82.0,2.0,7.533,88.71000000000001,3.757,FR001210,Group_3
9,L422071001,L4220710,FR,FR_EAUFRANCE,La Creuse à Fresselines [Vervy],1.679069,46.378427,1.679069,46.378427,212,1233.96,1236.619,0,-0.2154851048656259,1956-01-01,2023-09-30,68,813,24744,15604,1.0,24118.0,58.0,568.0,A,,732,7,"['FR003955', 'FR003956', 'FR003957', 'FR001227', 'FR001228', 'FR001229', 'FR001230']",1.064,0.403,1.622,3.406,0.584,147.485,27.877,0.068,3.511,4.045,2.482,89.179,6.322,0.0,2.637,2.331,0.884,-0.07,0.027,16.137,1.164,1.0,218.886,4.034,4.0,951.698,534.673,203.596,5.487,27.732,2.296,0.445,0.142,4,1.04,78.22,18.945,0.0,2.835,0.0,2.835,0.0,0.0,18.945,0.0,0.0,0.0,0.0,0.0,73.002,4.104,1.114,0.0,0.0,0.0,6.059,93.941,0.0,0.0,0.0,0.0,0.0,0.0,74.515,130.0,30.0,52.742,48.324,33.826,17.85,9.375,1.406,1.559,0.202,0.699,0.0199999999999999,0.008,0.603,0.336,0.028,0.611,5.0,4.0,7.0,1.39,7.94,1.714,0.0,0.0,9.0,3.0,19.0,78.0,0.0,6.059,93.941,FR001230,Group_3
10,L232161001,Le Clain Ã  Vivonne [Danlot],FR,FR_EAUFRANCE,Le Clain à Vivonne [Danlot],0.285917,46.440096,0.285917,46.440096,80,1806.22,1813.279,0,-0.3908161796458886,1966-01-01,2023-09-30,54,638,19373,9719,1719.0,18832.0,0.0,541.0,C,,732,13,"['FR003946', 'FR003947', 'FR003948', 'FR003949', 'FR001206', 'FR001207', 'FR001208', 'FR001209', 'FR001210', 'FR001211', 'FR001212', 'FR001213', 'FR001214']",0.653,0.3,2.692,2.926,0.646,145.12,21.194,0.074,2.278,8.714,3.966,69.542,18.635,0.0,2.205,2.5,1.134,-0.208,0.008,18.409,1.23,2.0,236.751,4.667,4.0,271.379,146.405,80.949,1.39,92.216,0.01,0.516,0.215,8,4.968,4.252,1.627,67.54199999999999,26.579,9.021,17.558,3.216,64.326,1.627,0.0,0.0,0.0,0.0,0.0,3.367,0.885,0.0,0.0,9.405,81.31,1.023,8.262,0.0,0.0,0.364,9.041,0.0,0.0,105.542,130.0,50.0,53.288,43.786,32.944,23.27,8.267,1.4,1.046,0.128,0.6,0.019,0.601,0.262,0.114,0.002,0.863,0.0,0.0,5.0,0.62,1.23,0.775,117.758,169.495,10.0,27.0,69.0,4.0,9.405,82.333,8.262,FR003949,Group_3
11,L040061002,L0410610,FR,FR_EAUFRANCE,La Vienne à Limoges et au Palais-sur-Vienne,1.269512,45.825701,1.269512,45.825701,226,2317.06,2319.63,0,-0.110916419945973,1999-01-02,2023-09-30,25,297,9038,9038,0.0,8151.0,35.0,852.0,C,,732,17,"['FR003936', 'FR003937', 'FR003938', 'FR001178', 'FR001179', 'FR001180', 'FR001181', 'FR001182', 'FR001183', 'FR001184', 'FR001185', 'FR001186', 'FR001187', 'FR001188', 'FR001189', 'FR001190', 'FR001191']",1.584,0.536,1.467,2.299,0.706,154.522,18.295,0.417,3.985,0.367,1.5,2.45,2.857,0.0,2.943,2.312,0.786,-0.128,0.023,16.178,1.197,1.0,217.212,4.106,4.0,957.363,525.906,215.313,6.162,21.585,3.217,0.731,0.173,4,1.068,62.041,37.096,0.0,0.863,0.448,0.415,0.0,0.0,37.096,0.0,0.0,0.0,0.0,0.0,61.783,0.258,0.0,0.0,0.0,0.0,11.384,88.616,0.0,0.0,0.0,0.0,0.0,0.0,74.412,130.0,0.0,55.803,46.613,34.165,18.357,9.714,1.34,2.543,0.217,0.708,0.022,0.01,0.429,0.477,0.051,0.439,15.0,11.0,13.0,14.2,168.35,1.585,0.949,0.82,11.0,1.0,37.0,62.0,0.0,11.384,88.616,FR001191,Group_3
12,L092061001,L0920610,FR,FR_EAUFRANCE,La Vienne à Étagnac,0.786185,45.864842,0.786185,45.864842,154,4101.38,4102.707,0,-0.0323549634513316,1969-12-01,2021-07-28,53,580,17185,9351,1683.0,16631.0,136.0,418.0,C,,732,29,"['FR003936', 'FR003937', 'FR003938', 'FR003939', 'FR003940', 'FR003941', 'FR003942', 'FR001178', 'FR001179', 'FR001180', 'FR001181', 'FR001182', 'FR001183', 'FR001184', 'FR001185', 'FR001186', 'FR001187', 'FR001188', 'FR001189', 'FR001190', 'FR001191', 'FR001192', 'FR001193', 'FR001194', 'FR001195', 'FR001196', 'FR001197', 'FR001198', 'FR001199']",1.682,0.579,1.317,2.497,0.662,148.116,21.286,0.285,4.549,3.528,5.724,30.074,6.073,0.0,2.818,2.338,0.83,-0.135,0.018,16.11,1.204,2.0,218.451,4.178,4.0,957.363,443.207,154.136,5.248,29.241,1.971,0.699,0.171,2,1.099,49.59,49.847,0.0,0.563,0.328,0.235,0.0,0.0,49.847,0.0,0.0,0.0,0.0,0.0,46.232,3.358,0.0,0.0,0.0,0.0,26.586,73.413,0.0,0.0,0.0,0.0,0.0,0.0,73.976,130.0,0.0,53.742,45.74,34.52,19.251,10.158,1.372,2.017,0.201,0.702,0.037,0.016,0.544,0.357,0.034,0.56,15.0,11.0,17.0,15.07,171.17,1.256,6.104,8.772,18.0,1.0,49.0,50.0,0.0,26.586,73.413,FR001199,Group_3
