,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean,perm_high_regi,perm_medium_regi,perm_low_regi,perm_high_glob2,perm_medium_glob2,perm_low_glob2,basin_id,group
21,A402061001,A4020610,FR,FR_EAUFRANCE,La Moselle à Fresse-sur-Moselle,6.796285,47.866921,6.796285,47.866921,511,71.0,71.18,0,-0.253521126760573,1972-01-01,2023-09-30,52,587,17471,5998,1430.0,16761.0,396.0,314.0,C,,1,1,['FR000124'],3.995,0.81,1.231,3.032,0.474,123.6,25.706,0.235,14.323,10.256,2.159,76.228,12.682,0.0,4.931,1.899,0.385,-0.261,0.078,15.856,1.279,2.0,204.04,3.821,4.0,1245.748,834.26,515.525,18.538,3.177,69.405,0.603,0.091,4,0.691,78.32,0.0,21.681,0.0,0.0,0.0,21.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.136,6.281,0.0,37.903,0.0,0.0,38.202,61.798,0.0,0.0,0.0,0.0,0.0,0.0,104.085,130.0,50.0,41.2,72.113,17.437,10.451,8.915,1.579,1.316,0.212,0.667,0.032,0.0,0.144,0.741,0.0829999999999999,0.144,0.0,0.0,0.0,0.0,0.0,9.412,0.0,0.0,9.0,3.0,0.0,97.0,0.0,22.0,78.0,FR000124,Group_2
22,99261002,Schoenberg,BE,BE_SPW,Our,6.26346725,50.28927652,6.26346725,50.28927652,,101.0,101.033,0,-0.0326732673267339,1999-01-01,2021-12-31,23,276,8401,8401,0.0,0.0,8401.0,0.0,B,,1,1,['BEWA0067'],1.516,0.538,1.388,3.88,0.45,124.091,19.971,0.068,5.662,16.826,3.225,113.04,13.904,0.0,2.875,1.788,0.622,-0.123,0.095,14.777,1.186,2.0,202.858,3.686,4.0,706.491,553.876,418.664,5.896,18.949,1.594,0.756,0.09,10,1.054,0.0,4.369,31.974,63.658,0.0,63.658,0.0,31.974,4.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2,130.0,50.0,52.708,41.51,38.55,19.94,8.32,1.41,1.401,0.196,0.645,0.027,0.0,0.5850000000000001,0.386,0.003,0.5850000000000001,0.0,0.0,0.0,0.0,0.0,8.92,0.0,0.075,8.0,2.0,0.0,98.0,64.0,36.0,0.0,BEWA0067,Group_2
23,A623201001,A6232010,FR,FR_EAUFRANCE,La Plaine à Raon-l'Étape [La Trouche],6.877879,48.41632,6.877879,48.41632,290,116.0,117.784,0,-1.537931034482764,1970-01-01,2023-09-30,54,644,19452,11494,179.0,19423.0,0.0,29.0,A,,1,1,['FR000144'],1.536,0.552,1.377,2.1,0.693,172.085,31.601,0.491,3.895,0.453,2.0,1.792,5.588,0.0,2.829,2.041,0.722,-0.054,0.047,14.409,1.183,2.0,213.253,3.889,1.0,995.046,509.829,287.534,14.336,7.883,44.296,0.47,0.183,10,0.917,11.931,0.0,4.809,83.26,0.0,83.26,0.0,4.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.931,0.0,62.189,0.0,0.472,37.339,0.0,0.0,0.0,0.0,62.189,0.0,79.831,130.0,30.0,42.685,76.475,15.559,7.966,5.483,1.642,1.91,0.239,0.737,0.017,0.0,0.032,0.856,0.068,0.032,1.0,1.0,2.0,2.86,57.45,7.244,0.0,0.0,4.0,92.0,0.0,8.0,83.0,5.0,12.0,FR000144,Group_2
24,A764201001,A7642010,FR,FR_EAUFRANCE,La Petite Seille à Château-Salins,6.505677,48.817725,6.505677,48.817725,203,143.0,149.296,0,-4.402797202797197,1969-01-01,2023-09-30,49,535,16020,7043,3976.0,14949.0,811.0,260.0,D,,1,1,['FR000169'],0.734,0.345,2.125,2.043,0.582,137.641,20.713,0.151,2.425,8.897,3.031,16.258,8.862,0.0,2.104,2.194,1.042,0.003,0.028,16.818,1.157,1.0,227.472,4.183,4.0,367.308,252.13,202.498,3.5,55.056,0.025,0.618,0.126,9,1.049,0.0,0.0,100.0,0.0,0.0,0.0,88.186,11.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.264,86.736,0.0,0.0,0.0,0.0,0.0,0.0,13.264,0.0,117.517,130.0,50.0,50.531,28.174,31.617,40.208,9.51,1.293,1.156,0.149,0.593,0.03,0.505,0.307,0.144,0.01,0.812,0.0,0.0,2.0,0.42,1.37,2.591,0.037,0.022,2.0,10.0,90.0,0.0,0.0,100.0,0.0,FR000169,Group_2
25,2674060400,Dreis,DE,DE_RP,Salm,6.808,49.946,6.808,49.946,,192.1,192.0,0,0.0520562207183728,1972-11-01,2021-12-31,50,587,17867,17227,91.0,0.0,17867.0,0.0,B,,1,2,"['DERP2028', 'DERP2029']",0.843,0.372,1.448,2.419,0.592,135.915,18.684,0.182,2.682,6.889,2.146,11.795,5.017,0.0,2.249,1.995,0.887,-0.03,0.046,16.573,1.164,2.0,222.002,4.034,3.0,638.303,389.35,180.552,5.675,31.193,5.194,0.505,0.203,10,1.094,0.36,0.278,24.394,74.968,9.834,65.134,0.0,24.394,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,76.092,2.386,0.0,21.522,0.0,0.0,0.0,0.0,76.092,0.0,116.526,130.0,30.0,52.528,40.563,38.905,20.532,8.153,1.407,1.277,0.192,0.654,0.025,0.108,0.266,0.586,0.007,0.374,0.0,0.0,0.0,0.0,0.0,4.793,0.0,0.072,14.0,73.0,22.0,5.0,75.0,25.0,0.0,DERP2029,Group_2
26,A670121001,A6701210,FR,FR_EAUFRANCE,La Mortagne à Roville-aux-Chênes,6.613858,48.368763,6.613858,48.368763,271,300.0,299.413,0,0.195666666666663,1992-02-18,2023-09-30,32,378,11403,6550,145.0,10894.0,0.0,509.0,C,,1,5,"['FR000151', 'FR000152', 'FR003258', 'FR003259', 'FR000153']",0.995,0.362,0.993,2.268,0.637,138.36,25.431,0.219,2.886,3.52,1.58,12.594,7.8,0.0,2.898,2.141,0.739,-0.084,0.042,15.266,1.201,2.0,214.355,3.908,4.0,704.705,401.835,268.276,6.116,38.482,8.914,0.769,0.172,10,1.033,0.0,0.0,44.316,55.684,0.0,55.684,10.446,33.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.599,19.45,3.829,5.121,0.0,0.0,6.001,0.0,65.598,0.0,111.01,130.0,30.0,47.314,56.852,22.923,20.226,6.596,1.486,1.163,0.222,0.708,0.032,0.042,0.252,0.6359999999999999,0.031,0.294,0.0,0.0,0.0,0.0,0.0,4.082,0.018,0.012,2.0,76.0,24.0,0.0,56.00000000000001,44.0,0.0,FR000153,Group_2
27,A605102001,A6051020,FR,FR_EAUFRANCE,La Meurthe à Saint-Dié-des-Vosges,6.956897,48.284422,6.956897,48.284422,335,374.0,369.489,0,1.2061497326203274,1967-08-30,2023-09-30,57,674,20486,20486,0.0,20277.0,28.0,181.0,A,,1,2,"['FR003250', 'FR000142']",1.763,0.534,1.353,2.219,0.622,144.236,27.507,0.332,5.215,3.027,2.167,21.832,8.349,0.0,3.409,1.925,0.565,-0.116,0.068,14.518,1.224,2.0,207.538,3.852,1.0,1298.148,638.297,340.553,11.379,13.364,29.67,0.559,0.147,4,0.932,40.081,33.992,1.431,24.497,9.084,15.413,0.0,1.431,33.992,0.0,0.0,0.0,0.0,0.0,39.62,0.069,0.0,0.392,0.609,0.194,53.957,45.24,0.0,0.0,0.0,0.0,0.609,0.0,113.577,130.0,30.0,40.975,75.309,15.127,9.564,9.146,1.594,1.046,0.223,0.696,0.045,0.002,0.271,0.621,0.053,0.273,0.0,0.0,0.0,0.0,0.0,7.275,0.004,0.001,5.0,24.0,0.0,76.0,24.0,35.0,41.0,FR000142,Group_2
28,2660070700,Densborn,DE,DE_RP,Kyll,6.603,50.135,6.603,50.135,,471.8,472.0,0,-0.0423908435777847,1972-11-01,2021-12-31,50,588,17868,17227,90.0,0.0,17868.0,0.0,B,,1,7,"['DERP2020', 'DERP2021', 'DERP2022', 'DERP2023', 'DERP2025', 'DERP2026', 'DERP2027']",1.223,0.501,1.375,2.291,0.558,132.191,19.61,0.251,4.039,8.81,2.463,17.13,8.465,0.0,2.432,1.867,0.768,-0.064,0.073,15.43,1.187,2.0,212.831,3.866,3.0,704.957,516.946,311.853,6.3,22.49,4.692,0.583,0.131,8,1.154,9.099,8.142,68.678,14.08,0.0,14.08,0.0,68.678,8.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.099,20.41,16.817,0.0,62.77351672643747,0.0,0.0,0.0,0.0,20.41,0.0,91.474,130.0,30.0,52.454,41.019,38.072,20.909,8.541,1.406,1.507,0.187,0.639,0.033,0.038,0.463,0.4589999999999999,0.004,0.501,1.0,1.0,1.0,0.15,0.9,7.024,0.0,0.446,18.0,17.0,23.0,60.0,14.000000000000002,77.0,9.0,DERP2023,Group_2
29,A420063001,A4200630,FR,FR_EAUFRANCE,La Moselle à Remiremont et à Saint-Nabord,6.611131,48.067077,6.611131,48.067077,371,626.0,628.019,0,-0.3225239616613427,1961-12-01,2023-09-30,63,742,22532,15648,52.0,21740.0,400.0,392.0,A,,1,7,"['FR000124', 'FR000125', 'FR000126', 'FR000127', 'FR000128', 'FR003234', 'FR003235']",3.313,0.773,1.392,2.777,0.536,133.983,26.713,0.277,10.923,6.071,1.995,64.195,12.889,0.0,4.314,1.983,0.46,-0.22,0.063,15.389,1.275,2.0,205.062,3.833,1.0,1350.794,718.79,367.471,13.487,10.012,43.116,0.617,0.178,4,0.954,77.641,7.871,4.335,10.152,0.0,10.152,4.335,0.0,7.871,0.0,0.0,0.0,0.0,0.0,70.906,1.37,0.0,5.365,3.626,0.0,11.609,84.765,0.0,0.0,0.0,0.0,3.626,0.0,101.51,130.0,30.0,41.294,73.315,16.755,9.93,8.944,1.589,1.308,0.208,0.669,0.061,0.0,0.2309999999999999,0.657,0.049,0.2309999999999999,1.0,1.0,0.0,0.0,0.0,8.738,0.036,0.03,13.0,12.0,0.0,88.0,10.0,12.0,78.0,FR000128,Group_2
30,A543101001,Le Madon Ã  Pulligny,FR,FR_EAUFRANCE,Le Madon à Pulligny,6.131546,48.545356,6.131546,48.545356,225,943.0,945.922,0,-0.3098621420996845,1964-01-20,2023-09-30,60,716,21757,15946,47.0,20917.0,790.0,50.0,A,,1,8,"['FR000136', 'FR000137', 'FR000138', 'FR000139', 'FR003243', 'FR003244', 'FR003245', 'FR003246']",0.93,0.394,1.484,3.234,0.485,129.107,23.707,0.1,3.544,18.798,2.624,89.032,10.979,0.0,2.372,2.206,0.93,-0.014,0.033,15.579,1.18,1.0,221.308,4.053,4.0,533.704,329.934,226.47,3.721,52.395,0.517,0.644,0.176,8,1.266,0.0,0.0,98.4,1.6,0.0,1.6,35.79,62.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.009,70.208,10.783,0.0,0.0,0.0,0.009,0.0,19.0,0.0,128.877,130.0,50.0,52.27,28.831,29.432,41.737,8.203,1.272,1.727,0.166,0.63,0.034,0.32,0.452,0.189,0.004,0.772,0.0,0.0,1.0,0.11,0.26,2.598,0.201,0.238,4.0,11.0,89.0,0.0,2.0,98.0,0.0,FR003246,Group_2
31,A511061001,La Moselle Ã  Saint-Mard et Ã  Tonnoy et Ã  Velle-sur-Moselle,FR,FR_EAUFRANCE,La Moselle à Saint-Mard et à Tonnoy et à Velle-sur-Moselle,6.260215,48.536107,6.260215,48.536107,231,1976.0,1985.722,0,-0.4920040485829949,1980-08-20,2023-09-30,41,478,14276,5816,1471.0,13539.0,2.0,735.0,C,,1,21,"['FR000124', 'FR000125', 'FR000126', 'FR000127', 'FR000128', 'FR000129', 'FR000130', 'FR000131', 'FR000132', 'FR000133', 'FR000134', 'FR000135', 'FR003234', 'FR003235', 'FR003236', 'FR003237', 'FR003238', 'FR003239', 'FR003240', 'FR003241', 'FR003242']",2.09,0.613,1.406,2.583,0.572,132.273,21.814,0.283,6.477,4.223,1.976,46.352,10.909,0.0,3.446,2.084,0.605,-0.152,0.048,14.953,1.238,2.0,207.878,3.86,1.0,1350.794,526.528,231.521,7.811,33.776,17.63,0.552,0.186,4,1.343,31.065,11.052,26.42,31.462000000000003,9.542,21.92,12.595,13.825,11.052,0.0,0.0,0.0,0.0,0.0,28.748,0.433,0.0,1.884,23.029,27.031,11.59,38.351000000000006,0.0,0.0,5.792,0.0,17.237,0.0,114.887,130.0,30.0,45.524,58.723,21.309,19.968,8.058,1.481,1.479,0.198,0.662,0.062,0.095,0.279,0.527,0.026,0.374,2.0,2.0,12.0,4.83,29.31,5.645,0.173,0.161,18.0,32.0,26.0,42.0,31.0,38.0,31.0,FR003241,Group_2
32,A701061001,La Moselle Ã  Custines,FR,FR_EAUFRANCE,La Moselle à Custines,6.12175,48.789668,6.12175,48.789668,184,6830.0,6822.714,0,0.1066764275256231,1973-01-26,2023-09-30,51,609,18509,14152,1.0,17828.0,662.0,19.0,A,,1,68,"['FR000124', 'FR000125', 'FR000126', 'FR000127', 'FR000128', 'FR000129', 'FR000130', 'FR000131', 'FR000132', 'FR000133', 'FR000134', 'FR000135', 'FR000136', 'FR000137', 'FR000138', 'FR000139', 'FR000140', 'FR000141', 'FR000142', 'FR000143', 'FR000144', 'FR000145', 'FR000146', 'FR000147', 'FR000148', 'FR000149', 'FR000150', 'FR000151', 'FR000152', 'FR000153', 'FR000154', 'FR000155', 'FR000156', 'FR000157', 'FR000158', 'FR000159', 'FR000160', 'FR003234', 'FR003235', 'FR003236', 'FR003237', 'FR003238', 'FR003239', 'FR003240', 'FR003241', 'FR003242', 'FR003243', 'FR003244', 'FR003245', 'FR003246', 'FR003247', 'FR003248', 'FR003249', 'FR003250', 'FR003251', 'FR003252', 'FR003253', 'FR003254', 'FR003255', 'FR003256', 'FR003257', 'FR003258', 'FR003259', 'FR003260', 'FR003261', 'FR003262', 'FR003263', 'FR003264', 'FR003265']",1.378,0.507,1.451,2.588,0.603,136.347,21.663,0.241,4.293,3.828,2.383,28.618,5.154,0.0,2.749,2.137,0.777,-0.075,0.039,14.736,1.199,2.0,212.437,3.907,1.0,1350.794,399.333,183.457,5.811,45.216,9.767,0.604,0.181,8,1.772,12.725,5.058,55.744,26.474,9.148,17.326,17.911,37.833,5.058,0.0,0.0,0.0,0.0,0.0,11.197,0.265,0.654,0.609,24.444,46.973,10.736,17.846,0.0,0.0,7.768,0.0,16.676,0.0,115.386,130.0,30.0,48.623,46.768,25.888,27.344,7.854,1.392,2.024,0.188,0.649,0.06,0.185,0.282,0.429,0.03,0.467,3.0,3.0,38.0,13.3,104.73,4.006,0.979,1.406,29.0,28.999999999999996,53.0,18.0,26.0,61.0,13.0,FR003265,Group_2
33,19,Heiderscheidergrund,LU,LU_CONTACTFORM,Sure,5.950724,49.901196,5.950724,49.901196,,429.0,430.783,0,-0.4156177156177192,2002-01-01,2021-07-31,20,235,7152,7152,0.0,0.0,7152.0,0.0,B,,1,3,"['BEWA0087', 'LU000001', 'LU000008']",1.159,0.46,1.22,4.017,0.509,122.444,21.478,0.13,5.294,28.446,6.631,114.907,13.975,0.0,2.584,1.98,0.766,-0.101,0.049,15.77,1.178,2.0,211.144,3.969,3.0,565.0,453.101,267.199,6.178,23.806,5.073,0.636,0.196,10,1.113,0.0,0.0,0.0,100.0,5.056,94.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,67.563,70.0,50.0,51.537,42.411,37.699,19.89,9.292,1.411,1.411,0.189,0.643,0.034,0.055,0.457,0.436,0.011,0.512,1.0,1.0,1.0,1.65,62.0,5.746,0.0,0.0,13.0,1.0,0.0,99.0,100.0,0.0,0.0,LU000008,Group_3
34,13,Dasbourg,LU,LU_CONTACTFORM,Our,6.126077,50.049832,6.126077,50.049832,,450.4,449.318,0,0.240230905861455,2002-01-01,2021-07-31,20,235,7152,7152,0.0,0.0,7152.0,0.0,B,,1,6,"['BEWA0066', 'BEWA0067', 'BEWA0106', 'BEWA0107', 'BEWA0119', 'LU000005']",1.234,0.476,0.745,3.325,0.511,126.222,20.317,0.082,4.6,11.848,3.362,88.81,14.254,0.0,2.736,1.875,0.685,-0.091,0.072,13.661,1.185,2.0,203.919,3.777,3.0,706.491,491.15,270.239,6.577,19.598,5.362,0.52,0.169,10,1.134,0.0,0.983,24.703,74.315,0.0,74.315,0.0,24.703,0.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,75.222,130.0,50.0,52.206,41.584,38.311,20.104,8.736,1.394,1.944,0.196,0.645,0.038,0.011,0.531,0.412,0.003,0.542,0.0,0.0,0.0,0.0,0.0,7.157,1.495,3.524,20.0,4.0,3.0,93.0,74.0,26.0,0.0,LU000005,Group_3
35,60800000,Reuland,BE,BE_SPW,Ulf,6.15066872,50.19652213,6.15066872,50.19652213,,57.0,58.549,0,-2.717543859649122,1991-09-03,2021-12-31,31,364,11036,3851,42.0,0.0,11036.0,0.0,B,,1,1,['BEWA0106'],1.157,0.468,1.733,4.196,0.504,129.138,20.322,0.046,4.408,15.655,4.38,117.558,14.557,0.0,2.487,1.94,0.78,-0.063,0.06,14.681,1.17,2.0,208.831,3.922,3.0,565.199,475.248,354.322,5.49,21.97,1.207,0.714,0.107,10,1.113,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,68.182,70.0,50.0,51.537,42.273,37.818,19.909,9.455,1.411,1.409,0.205,0.654,0.065,0.0,0.64,0.284,0.0,0.64,0.0,0.0,0.0,0.0,0.0,7.096,1.2,2.427,9.0,0.0,0.0,100.0,100.0,0.0,0.0,BEWA0106,Group_3
36,A832201001,Le Woigot Ã  Briey,FR,FR_EAUFRANCE,Le Woigot à Briey,5.933378,49.246953,5.933378,49.246953,204,75.0,74.738,0,0.3493333333333339,1967-06-15,2023-09-30,57,675,20523,15790,39.0,19517.0,818.0,188.0,B,,1,3,"['FR003278', 'FR003279', 'FR003280']",1.451,0.598,1.393,2.72,0.672,148.667,22.282,0.209,4.283,2.556,1.444,44.425,6.136,0.0,2.427,2.123,0.875,-0.115,0.036,17.389,1.2,2.0,222.138,4.228,4.0,381.795,283.107,210.311,3.269,57.875,0.487,0.638,0.15,8,1.248,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.243,130.0,30.0,54.926,30.568,33.054,36.378,8.878,1.316,1.08,0.143,0.584,0.067,0.512,0.237,0.184,0.0,0.749,0.0,0.0,0.0,0.0,0.0,2.491,0.013,0.032,1.0,0.0,100.0,0.0,0.0,100.0,0.0,FR003280,Group_3
37,2656010300,Hentern,DE,DE_RP,Ruwer,6.694,49.615,6.694,49.615,,102.3,102.0,0,0.2932551319648066,1972-11-01,2021-12-31,50,587,17867,17227,91.0,0.0,17867.0,0.0,B,,1,2,"['DERP2017', 'DERP2019']",1.383,0.531,1.638,2.853,0.602,136.936,22.258,0.192,4.366,5.029,2.617,49.696,8.84,0.0,2.579,1.983,0.769,-0.106,0.046,17.484,1.182,2.0,221.104,4.109,3.0,715.156,502.451,332.395,5.643,19.189,1.05,0.555,0.131,10,1.038,0.0,26.27,0.0,73.73,0.0,73.73,0.0,0.0,26.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,103.786,130.0,30.0,51.537,43.893,36.126,19.981,8.835,1.415,1.69,0.197,0.66,0.031,0.127,0.236,0.601,0.0,0.363,1.0,1.0,1.0,0.11,0.41,5.71,0.0,0.0,12.0,25.0,26.0,49.0,74.0,26.0,0.0,DERP2017,Group_3
38,2676060100,DhronTalsperre,DE,DE_RP,KleineDhron,6.894,49.789,6.894,49.789,,125.7,124.0,0,1.3524264120922855,1972-11-01,2021-12-31,50,587,17867,17227,91.0,0.0,17867.0,0.0,B,,1,1,['DERP2031'],1.15,0.445,1.385,3.169,0.601,139.106,23.477,0.123,3.659,3.802,3.1,70.691,10.023,0.0,2.554,1.974,0.773,-0.11,0.047,17.307,1.185,2.0,221.036,4.077,3.0,817.118,484.576,232.767,7.924,13.055,10.269,0.582,0.112,10,1.045,0.0,23.524,0.0,76.476,0.0,76.476,0.0,0.0,23.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,106.984,130.0,30.0,51.537,43.5,36.254,20.246,8.817,1.413,1.656,0.18,0.641,0.017,0.159,0.309,0.513,0.002,0.4679999999999999,0.0,0.0,0.0,0.0,0.0,5.362,0.0,0.0,13.0,14.000000000000002,18.0,68.0,76.0,24.0,0.0,DERP2031,Group_3
39,A405062001,A4050620,FR,FR_EAUFRANCE,La Moselle à Rupt-sur-Moselle,6.685918,47.909445,6.685918,47.909445,432,152.0,151.499,0,0.3296052631578978,1968-08-30,2023-09-30,56,643,19410,8827,710.0,19163.0,28.0,219.0,A,,1,2,"['FR000124', 'FR000125']",3.788,0.798,1.393,2.919,0.503,130.542,24.96,0.331,13.231,9.246,2.243,68.671,11.716,0.0,4.783,1.94,0.406,-0.252,0.071,15.485,1.276,2.0,204.852,3.831,4.0,1245.748,750.686,440.429,15.582,6.475,54.562,0.691,0.127,4,0.8,78.948,0.0,17.972,3.08,0.0,3.08,17.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.027,5.681,0.0,22.24,0.0,0.0,18.587,81.414,0.0,0.0,0.0,0.0,0.0,0.0,102.81,130.0,30.0,41.209,72.235,17.399,10.366,9.359,1.58,1.279,0.211,0.667,0.045,0.0,0.226,0.663,0.066,0.226,0.0,0.0,0.0,0.0,0.0,8.587,0.0,0.0,9.0,7.000000000000001,0.0,93.0,3.0,18.0,79.0,FR000125,Group_3
40,2656030700,Kasel,DE,DE_RP,Ruwer,6.727,49.762,6.727,49.762,,222.3,225.0,0,-1.21457489878542,1985-11-01,2021-12-31,37,431,13119,12479,91.0,0.0,13119.0,0.0,B,,1,3,"['DERP2017', 'DERP2019', 'DERP2018']",1.021,0.397,1.399,2.984,0.573,135.0,21.874,0.125,3.49,7.461,3.436,66.262,9.189,0.0,2.554,1.988,0.778,-0.101,0.045,17.457,1.181,2.0,221.308,4.11,3.0,715.156,454.243,142.928,7.569,13.432,8.062,0.571,0.181,10,1.025,0.0,24.969,0.0,75.031,0.628,74.403,0.0,0.0,24.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,99.027,130.0,30.0,51.537,44.018,35.699,20.283,8.522,1.415,1.734,0.194,0.654,0.031,0.156,0.242,0.5680000000000001,0.0,0.398,1.0,1.0,2.0,0.31,2.19,4.952,0.0,0.0,16.0,16.0,32.0,52.0,75.0,25.0,0.0,DERP2018,Group_3
41,2660050300,Gerolstein,DE,DE_RP,Kyll,6.671,50.224,6.671,50.224,,300.9,301.0,0,-0.0332336324360328,1976-11-01,2021-12-31,46,540,16407,15766,90.0,0.0,16407.0,0.0,B,,1,4,"['DERP2020', 'DERP2021', 'DERP2025', 'DERP2022']",1.348,0.534,1.441,2.255,0.56,133.814,19.187,0.279,4.15,7.569,2.464,16.763,9.532,0.0,2.48,1.837,0.741,-0.07,0.081,14.94,1.174,2.0,210.981,3.816,4.0,704.957,530.309,358.96,5.631,25.687,2.451,0.505,0.126,8,1.2,10.191,5.534,70.048,14.227,0.0,14.227,0.0,70.048,5.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.191,15.994,18.725,0.0,65.28043584842511,0.0,0.0,0.0,0.0,15.994,0.0,84.145,130.0,30.0,52.441,41.178,38.421,20.401,8.559,1.408,1.493,0.185,0.637,0.035,0.038,0.5,0.42,0.004,0.538,1.0,1.0,1.0,0.15,0.9,7.506,0.0,0.446,14.0,18.0,21.0,61.0,14.000000000000002,76.0,10.0,DERP2022,Group_3
42,2678060900,Platten,DE,DE_RP,Lieser,6.954,49.941,6.954,49.941,,376.5,377.0,0,-0.1328021248339973,1972-11-01,2021-12-31,50,587,17867,17227,91.0,0.0,17867.0,0.0,B,,1,2,"['DERP2032', 'DERP2033']",0.849,0.388,1.309,2.83,0.518,131.34,20.716,0.114,2.919,11.448,2.772,62.616,8.461,0.0,2.168,1.992,0.919,-0.014,0.047,16.818,1.169,4.0,223.893,4.056,3.0,696.333,382.139,128.7,6.985,24.856,9.032,0.511,0.182,8,2.567,8.152999999999999,10.393,56.89,24.548,6.939,17.609,0.0,56.89,10.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633,7.52,25.095,0.0,0.0,74.905,0.0,0.0,0.0,0.0,25.095,0.0,117.382,130.0,30.0,52.29,41.309,37.026,21.665,8.118,1.402,1.488,0.171,0.624,0.046,0.176,0.312,0.462,0.003,0.488,0.0,0.0,1.0,0.24,1.95,4.685,0.0,0.0,24.0,11.0,49.0,40.0,25.0,67.0,8.0,DERP2033,Group_3
